index,单价,小区名称,建筑面积,户型,房屋总价,朝向,楼层,装修
14,72626元/平米,海峡国际社区二期,89.5平米,2室2厅1卫,650万,东,中层,暂无
15,38937元/平米,同亨大厦,127.9平米,3室2厅2卫,498万,南北,高层,简装修
16,49486元/平米,宝华花园,141.05平米,3室2厅2卫,698万,南北,低层,精装修
17,86275元/平米,鼓浪屿老别墅,255平米,9室2厅6卫,2200万,南,低层,中装修
18,41566元/平米,文兴东三里,83平米,2室2厅1卫,345万,南北,低层,简装修
19,40723元/平米,仙阁里,83平米,4室2厅2卫,338万,南北,高层,简装修
20,55920元/平米,观海澜庭,125平米,3室2厅2卫,699万,南北,中层,精装修
21,47016元/平米,摩登时代,55.3平米,3室1厅1卫,260万,南北,中层,精装修
22,37868元/平米,新港龙花园,128.87平米,3室2厅2卫,488万,南北,低层,精装修
23,84871元/平米,海峡国际社区,271平米,4室2厅3卫,2300万,东,高层,暂无
24,59944元/平米,文秀阁,75.07平米,2室1厅1卫,450万,南北,高层,中装修
25,52033元/平米,裕康花园,86.1平米,2室1厅1卫,448万,南北,低层,简装修
26,81792元/平米,瑞景公园,194.15平米,5室2厅3卫,1588万,南北,高层,中装修
27,65089元/平米,海峡国际天璟,169平米,4室2厅2卫,1100万,南北,低层,豪华装修
28,56360元/平米,大洲新世纪广场,51.1平米,2室1厅1卫,288万,南北,低层,简装修
29,48618元/平米,土地规划局宿舍,123平米,3室2厅2卫,598万,南北,中层,简装修
30,45303元/平米,京都骏景园,132平米,4室2厅2卫,598万,东西,高层,精装修
31,39747元/平米,文兴东三里,85.54平米,2室2厅1卫,340万,南北,中层,简装修
32,55087元/平米,新莲花新龙山花园,154.3平米,4室2厅3卫,850万,南,高层,精装修
33,46277元/平米,振兴新村,71.31平米,2室2厅1卫,330万,南北,高层,中装修
34,108000元/平米,新景七星公馆,170平米,3室2厅1卫,1836万,南北,中层,毛坯
35,40576元/平米,龙山山庄,83.3平米,3室1厅1卫,338万,南北,中层,精装修
36,61047元/平米,碧湖豪庭,86平米,2室2厅1卫,525万,南,中层,精装修
37,44000元/平米,厦港新村,70平米,2室2厅1卫,308万,南北,低层,简装修
38,49488元/平米,厦港花园,124.88平米,3室2厅2卫,618万,南北,高层,简装修
39,33333元/平米,莲坂西小区,102平米,3室2厅1卫,340万,南北,高层,简装修
40,40361元/平米,文兴东二里,83平米,3室2厅1卫,335万,南北,低层,简装修
41,65185元/平米,海峡国际天璟,135平米,3室2厅2卫,880万,南北,低层,精装修
42,40307元/平米,华林花园二期,71.7平米,2室1厅1卫,289万,南北,高层,简装修
43,80106元/平米,蓝湾国际,146.68平米,3室2厅2卫,1175万,南,高层,简装修
44,81203元/平米,山水芳邻,133平米,3室2厅2卫,1080万,南北,低层,精装修
45,65519元/平米,瑞景公园,106.84平米,2室2厅2卫,700万,南,低层,毛坯
46,55780元/平米,观海澜庭,143.42平米,4室2厅2卫,800万,南北,中层,精装修
47,45091元/平米,金榜铁路家园,55平米,2室2厅2卫,248万,东南,低层,简装修
48,52893元/平米,大学路小区,121平米,3室2厅2卫,640万,南北,高层,简装修
49,40373元/平米,香江大花园,64.4平米,2室1厅1卫,260万,西,低层,精装修
50,48923元/平米,育青路教卫大院,65平米,3室1厅1卫,318万,南北,中层,简装修
51,68056元/平米,凤凰名都,144平米,3室2厅2卫,980万,南北,中层,精装修
52,35625元/平米,园林宿舍,80平米,3室2厅1卫,285万,南北,中层,精装修
53,71192元/平米,海峡国际天璟,90.6平米,2室2厅1卫,645万,南,中层,精装修
54,65584元/平米,湖滨二里,77平米,3室1厅1卫,505万,南北,中层,简装修
55,72890元/平米,鸿山新村,78.2平米,2室1厅1卫,570万,西南,中层,精装修
56,54979元/平米,米兰春天,48.2平米,暂无,265万,南,高层,简装修
57,49381元/平米,中信广场B幢,113平米,3室2厅2卫,558万,西,中层,精装修
58,78608元/平米,海峡国际社区,178.1平米,3室2厅2卫,1400万,南北,中层,豪华装修
59,50048元/平米,瑞景新村,93.91平米,3室2厅1卫,470万,南北,低层,中装修
0,55613元/平米,江山帝景,194.2平米,3室2厅2卫,1080万,南北,高层,豪华装修
1,44118元/平米,厦港新村,68平米,2室2厅1卫,300万,南,中层,简装修
2,51020元/平米,国贸信隆城,245平米,5室3厅3卫,1250万,东北,高层,简装修
3,52239元/平米,海豚湾小区,187.6平米,4室2厅3卫,980万,东西,中层,豪华装修
4,41996元/平米,文兴东三里,82.15平米,2室2厅1卫,345万,南北,低层,中装修
5,49992元/平米,白鹭花园,125.02平米,3室2厅2卫,625万,南,中层,简装修
6,39007元/平米,山木清华,141平米,3室2厅2卫,550万,南北,中层,精装修
7,49938元/平米,不见天,72.09平米,3室1厅1卫,360万,南北,高层,简装修
8,68506元/平米,瑞景公园,154平米,4室2厅2卫,1055万,南北,中层,精装修
9,43786元/平米,屿后北里,77.65平米,3室2厅1卫,340万,南,高层,精装修
10,41941元/平米,福星商业中心,109.2平米,3室2厅2卫,458万,南北,中层,毛坯
11,38418元/平米,金鸡亭花园小区,88.5平米,3室2厅1卫,340万,南北,高层,精装修
12,45484元/平米,聚祥广场,168.85平米,3室2厅2卫,768万,西北,高层,简装修
13,49061元/平米,瑞景新村,95.8平米,3室2厅1卫,470万,南北,高层,精装修
14,45184元/平米,仙岳海景大厦,139.43平米,3室2厅2卫,630万,东南,高层,中装修
15,75658元/平米,云海山庄,304平米,5室3厅4卫,2300万,南,低层,简装修
16,69828元/平米,恒滨名宫,65.16平米,2室2厅1卫,455万,南北,高层,精装修
17,68009元/平米,海峡国际天璟,226平米,5室2厅4卫,1537万,西南,高层,精装修
18,75511元/平米,汇丰家园,38.14平米,1室1厅1卫,288万,南,中层,简装修
19,87298元/平米,凤凰山庄别墅,433平米,8室3厅4卫,3780万,南,低层,毛坯
20,71237元/平米,蓝湾国际,175.47平米,4室2厅2卫,1250万,南北,中层,精装修
21,43824元/平米,电业花园,68平米,3室2厅1卫,298万,南北,中层,简装修
22,103279元/平米,中山公园老别墅,232.38平米,3室2厅3卫,2400万,南,低层,简装修
23,51153元/平米,瑞景航空宿舍,115.34平米,3室2厅1卫,590万,南北,中层,中装修
24,49706元/平米,禾祥公寓,68平米,2室1厅1卫,338万,南北,高层,精装修
25,78973元/平米,海峡国际社区四期,101.3平米,2室2厅1卫,800万,南北,低层,精装修
26,113139元/平米,新华城,137平米,5室2厅2卫,1550万,南北,中层,豪华装修
27,41397元/平米,前埔北区二里,77.3平米,2室2厅1卫,320万,南北,中层,简装修
28,56990元/平米,万禾花园,89.49平米,3室2厅1卫,510万,南北,中层,简装修
29,45329元/平米,文屏花园,61.77平米,2室1厅1卫,280万,南北,低层,简装修
30,50641元/平米,瑞景新村,96.76平米,3室2厅1卫,490万,南北,低层,中装修
31,60613元/平米,鲁能领秀城,163平米,4室2厅2卫,988万,南北,中层,精装修
32,76477元/平米,新景世纪城A区,155.34平米,4室3厅3卫,1188万,东,中层,精装修
33,55980元/平米,振兴新村,36.62平米,1室1厅1卫,205万,南北,高层,中装修
34,40909元/平米,侨福城,88平米,2室2厅1卫,360万,南北,低层,精装修
35,65600元/平米,吉祥家园,125平米,2室2厅2卫,820万,东,低层,暂无
36,59729元/平米,东卉花园,138.96平米,3室2厅2卫,830万,南北,低层,中装修
37,55780元/平米,观海澜庭,143.42平米,4室2厅2卫,800万,南北,中层,中装修
38,33333元/平米,莲坂西小区,105平米,3室2厅1卫,350万,南北,高层,简装修
39,48696元/平米,同亨大厦,69平米,2室1厅1卫,336万,南北,高层,简装修
40,41604元/平米,怡富花园,66.82平米,2室2厅1卫,278万,南北,高层,简装修
41,54603元/平米,莲滨里,78.75平米,2室2厅1卫,430万,西南,高层,中装修
42,56391元/平米,湖明丽景,133平米,3室2厅2卫,750万,南北,低层,精装修
43,35333元/平米,莲坂西小区,75平米,2室1厅1卫,265万,南北,中层,简装修
44,46154元/平米,翠湖小区,91平米,3室2厅1卫,420万,南北,中层,精装修
45,81792元/平米,瑞景公园,194.15平米,5室2厅3卫,1588万,南北,高层,中装修
46,40307元/平米,华林花园二期,71.7平米,2室1厅1卫,289万,南北,高层,简装修
47,42616元/平米,槟榔西里,53.97平米,1室1厅1卫,230万,南北,高层,简装修
48,72981元/平米,厦禾裕景,322平米,5室2厅4卫,2350万,南北,中层,精装修
49,38948元/平米,不见天,41.08平米,1室1厅1卫,160万,南北,高层,简装修
50,44748元/平米,云顶至尊,269.51平米,4室2厅4卫,1206万,南北,高层,精装修
51,55843元/平米,万峰华庭,193.4平米,4室2厅2卫,1080万,西北,低层,毛坯
52,78035元/平米,巴厘香墅,173平米,4室3厅3卫,1350万,南,低层,精装修
53,88727元/平米,璟湾二十八玺,550平米,6室3厅5卫,4880万,南,低层,毛坯
54,50676元/平米,天湖花园,148平米,3室2厅2卫,750万,南北,高层,简装修
55,44737元/平米,云顶至尊,266平米,4室2厅4卫,1190万,南北,低层,毛坯
56,36310元/平米,西郭新村,84平米,2室2厅1卫,305万,南北,高层,精装修
57,79282元/平米,英才商厦,47.93平米,2室2厅1卫,380万,北,中层,简装修
58,43101元/平米,文兴东一里,64.5平米,2室2厅1卫,278万,南北,高层,精装修
59,42758元/平米,育秀里,74.84平米,2室1厅1卫,320万,南北,中层,精装修
0,86705元/平米,皇家御城,121.1平米,3室2厅2卫,1050万,南北,中层,精装修
1,46774元/平米,金庭花园,124平米,3室2厅2卫,580万,南北,高层,精装修
2,73050元/平米,天鹭大厦,141平米,3室2厅2卫,1030万,东南,中层,简装修
3,50000元/平米,厦门国际文化大厦,42平米,1室1厅1卫,210万,南,中层,精装修
4,49573元/平米,前埔北区一里,117平米,3室2厅2卫,580万,南北,高层,简装修
5,49080元/平米,槟榔西里,48.9平米,2室2厅1卫,240万,南北,低层,简装修
6,52525元/平米,森海丽景,99平米,3室2厅1卫,520万,南北,中层,精装修
7,47016元/平米,武夷花园,97.84平米,3室2厅1卫,460万,南北,中层,精装修
8,65745元/平米,九龙城,59.32平米,2室2厅2卫,390万,北,低层,精装修
9,96135元/平米,阳光海岸别墅,520平米,8室4厅7卫,4999万,南,低层,精装修
10,47381元/平米,美仁新村,84平米,2室1厅1卫,398万,南北,低层,简装修
11,67857元/平米,台湾山庄福德堡别墅,560平米,9室2厅5卫,3800万,南,低层,毛坯
12,56088元/平米,鑫塔水尚,111.61平米,3室2厅2卫,626万,南,低层,精装修
13,57490元/平米,厦港新村,60.88平米,2室2厅1卫,350万,南北,中层,简装修
14,39312元/平米,九龙城,141.94平米,4室2厅2卫,558万,南,高层,简装修
15,46739元/平米,同亨大厦,55.2平米,2室1厅1卫,258万,南北,中层,简装修
16,50000元/平米,石亭小区,46平米,3室2厅2卫,230万,南,低层,精装修
17,77698元/平米,厦门大学城,139平米,3室2厅2卫,1080万,东南,高层,简装修
18,45419元/平米,石亭小区,63.41平米,2室1厅1卫,288万,南北,中层,简装修
19,44286元/平米,屿后北里,70平米,2室2厅1卫,310万,南北,高层,简装修
20,41107元/平米,槟榔东里,72.98平米,2室1厅1卫,300万,南北,中层,简装修
21,55824元/平米,国贸广场,134.35平米,3室2厅2卫,750万,南北,中层,毛坯
22,51852元/平米,国贸广场,135平米,3室2厅2卫,700万,南北,中层,毛坯
23,54590元/平米,东方巴黎,122平米,3室2厅2卫,666万,南北,低层,简装修
24,85000元/平米,天鹭大厦,124平米,4室2厅2卫,1054万,南北,高层,精装修
25,45199元/平米,前埔北区二里,110.18平米,3室2厅1卫,498万,东南,低层,精装修
26,88597元/平米,当代天境,174.95平米,3室2厅2卫,1550万,西南,中层,毛坯
27,68966元/平米,蓝湾国际,174平米,4室2厅2卫,1200万,南北,低层,豪华装修
28,42135元/平米,前埔南区店上西里,128.16平米,4室2厅2卫,540万,南,低层,中装修
29,78294元/平米,特房尊府,185.2平米,4室2厅3卫,1450万,南北,高层,毛坯
30,44833元/平米,禹洲世贸国际,60平米,2室2厅1卫,269万,西南,中层,精装修
31,47551元/平米,玫瑰园,147平米,5室2厅3卫,699万,南北,高层,简装修
32,95172元/平米,山景叠院,145平米,5室2厅3卫,1380万,南北,高层,精装修
33,41409元/平米,前埔北区二里,95.39平米,3室2厅1卫,395万,南北,高层,中装修
34,69973元/平米,百家村花园,266.96平米,4室2厅3卫,1868万,南北,高层,简装修
35,39606元/平米,莲景花园小区,125.74平米,5室2厅4卫,498万,北,高层,精装修
36,64818元/平米,海峡国际天璟,137平米,3室2厅2卫,888万,东西,低层,精装修
37,48163元/平米,建群雅苑,89.28平米,2室2厅2卫,430万,南北,高层,简装修
38,65789元/平米,陶然北岸,174.8平米,4室2厅2卫,1150万,南北,中层,精装修
39,40333元/平米,益泰大厦,60平米,2室1厅1卫,242万,东北,中层,精装修
40,51153元/平米,瑞景航空宿舍,115.34平米,3室2厅1卫,590万,南北,中层,中装修
41,59156元/平米,厦成海景花园,152.14平米,3室2厅2卫,900万,南,低层,精装修
42,50538元/平米,玫瑰园,93平米,2室2厅2卫,470万,南北,中层,中装修
43,36979元/平米,侨福城二期,96平米,3室2厅1卫,355万,南北,中层,简装修
44,49067元/平米,华林金磊花园,75平米,2室1厅1卫,368万,南北,低层,中装修
45,54287元/平米,鲁能领秀城,162.1平米,4室2厅3卫,880万,南北,中层,毛坯
46,35068元/平米,金鸡亭花园小区,81.27平米,2室2厅1卫,285万,南北,高层,中装修
47,59133元/平米,鹭江新城四期,100.62平米,3室2厅1卫,595万,南北,低层,精装修
48,40964元/平米,前埔北区二里,83平米,2室2厅1卫,340万,南北,中层,中装修
49,55356元/平米,爱琴海,195.1平米,4室2厅2卫,1080万,南北,中层,豪华装修
50,43756元/平米,富山美迪斯,120.67平米,3室2厅2卫,528万,南北,中层,简装修
51,48527元/平米,万泰东方,115.4平米,3室2厅2卫,560万,南,中层,毛坯
52,94105元/平米,山水芳邻,265.66平米,5室3厅4卫,2500万,南北,高层,中装修
53,48847元/平米,云顶至尊,264.09平米,4室2厅4卫,1290万,南北,低层,毛坯
54,17073元/平米,都市新巢,41平米,1室1厅1卫,70万,西,高层,中装修
55,65636元/平米,文园雅阁,81.51平米,2室1厅1卫,535万,南北,中层,中装修
56,49928元/平米,玫瑰园,83.72平米,2室2厅1卫,418万,南北,低层,精装修
57,55110元/平米,金丰花园,48.63平米,2室2厅1卫,268万,西,低层,简装修
58,66000元/平米,湖滨一里,50平米,2室1厅1卫,330万,东南,低层,简装修
59,65440元/平米,鑫塔水尚,122.25平米,5室3厅3卫,800万,西,低层,精装修
0,47907元/平米,兴鸿广场,129平米,3室2厅2卫,618万,西南,中层,简装修
1,54878元/平米,阳光世纪广场,82平米,2室2厅1卫,450万,南北,中层,精装修
2,63789元/平米,湖明丽景,95平米,2室2厅1卫,606万,南北,中层,精装修
3,67852元/平米,源昌国际城二期,137.8平米,3室2厅1卫,935万,南北,高层,精装修
4,47376元/平米,龙翔花园,141平米,3室2厅2卫,668万,东,中层,暂无
5,72222元/平米,海峡国际天璟,90平米,2室1厅1卫,650万,南,低层,精装修
6,78452元/平米,山景叠院,155.51平米,4室2厅2卫,1220万,东,低层,精装修
7,47729元/平米,共和大厦,47.77平米,2室1厅1卫,228万,北,中层,中装修
8,62874元/平米,湖滨一里,50.1平米,2室1厅1卫,315万,东南,高层,简装修
9,62035元/平米,珍珠湾花园,120.9平米,3室2厅2卫,750万,南北,高层,简装修
10,52850元/平米,万峰华庭,193平米,4室2厅2卫,1020万,南北,高层,简装修
11,65249元/平米,禹洲云顶国际,115.71平米,3室2厅2卫,755万,南北,中层,精装修
12,38750元/平米,岳阳西里,80平米,3室1厅1卫,310万,东北,高层,精装修
13,64721元/平米,华尔顿1275,197平米,4室2厅2卫,1275万,南北,中层,毛坯
14,56984元/平米,英皇湖畔花苑,126平米,3室2厅2卫,718万,南北,高层,简装修
15,44667元/平米,嘉华里,60平米,3室1厅1卫,268万,南北,高层,精装修
16,49928元/平米,玫瑰园,83.72平米,2室2厅1卫,418万,南北,低层,精装修
17,62630元/平米,牡丹园,119.75平米,3室2厅2卫,750万,南北,低层,简装修
18,108000元/平米,新景七星公馆,170平米,3室2厅1卫,1836万,南北,中层,毛坯
19,44789元/平米,外贸新村,71平米,3室1厅1卫,318万,南北,高层,简装修
20,85577元/平米,新景高峰会,208平米,5室2厅5卫,1780万,南北,中层,豪华装修
21,60048元/平米,鹭腾花园,209平米,5室3厅2卫,1255万,南,高层,精装修
22,81761元/平米,鸿山小区二期,128.3平米,3室2厅2卫,1049万,西南,中层,精装修
23,40000元/平米,云顶山庄花园,73平米,暂无,292万,南北,中层,简装修
24,39452元/平米,流芳里,73平米,2室1厅1卫,288万,南北,中层,简装修
25,50000元/平米,鑫塔水尚,124平米,2室2厅1卫,620万,东,低层,暂无
